Name,Hours
Europa Universalis IV,5.2
Napoleon Total War,5.0
Total War SHOGUN 2,1.9
Dota 2,7.3
Dota 2,0.5
Half-Life 2,12.0
Team Fortress 2,10.2
Portal 2,5.0
Dungeon Defenders,3.8
Garry's Mod,3.2
Worms Reloaded,1.5
Psychonauts,1.2
Sid Meier's Civilization V,0.7
Plants vs. Zombies Game of the Year,0.5
Rochard,0.4
Superbrothers Sword & Sworcery EP,0.2
Dota 2,14.5
Dota 2,0.7
Tomb Raider,6.9
Dota 2,288.0
Aura Kingdom,24.0
FINAL FANTASY XIV A Realm Reborn,21.0
Train Simulator,41.0
H1Z1,14.6
Left 4 Dead 2,1.2
Zombies Monsters Robots,0.5
Unturned,15.3
Dota 2,6.7
Team Fortress 2,2.2
Dota 2,1.0
FINAL FANTASY VII,71.0
Company of Heroes Tales of Valor,52.0
Left 4 Dead 2,49.0
Counter-Strike Global Offensive,45.0
Battlefield Bad Company 2,40.0
Team Fortress 2,27.0
Left 4 Dead,27.0
3DMark,26.0
Counter-Strike Source,14.4
Company of Heroes 2,13.3
Dead Island,11.8
Dungeon Defenders,11.1
Borderlands 2,11.0
Street Fighter IV,10.6
Plants vs. Zombies Game of the Year,10.4
Dungeon Defenders II,9.2
Supreme Commander 2,8.9
Borderlands,7.6
Sid Meier's Railroads!,7.6
Rocket League,6.3
Planetary Annihilation TITANS,4.8
World in Conflict Soviet Assault,4.6
Titan Quest Immortal Throne,4.1
Alien Swarm,3.8
Planetary Annihilation,3.5
Arma 3,2.6
Sins of a Solar Empire Trinity,2.6
Unreal Tournament 3 Black Edition,2.5
Magic 2015,2.2
Space Empires V,1.9
Supreme Commander Forged Alliance,1.6
Portal,1.6
PAYDAY The Heist,1.4
Age of Empires II HD Edition,1.3
Call of Duty Black Ops,1.3
War Thunder,1.2
Dota 2,1.1
Call of Duty Black Ops - Multiplayer,0.9
Portal 2,0.7
Star Wars - Battlefront II,0.6
Ticket to Ride,0.6
Star Wars Knights of the Old Republic,0.5
Titan Quest,0.4
Robocraft,0.4
Dota 2,4.0
Team Fortress 2,36.0
No More Room in Hell,1.3
Modular Combat,0.1
Dota 2,3.0
Dota 2,1.7
Mystery PI The Vegas Heist,18.6
Mystery P.I. The Lottery Ticket,13.2
Amazing Adventures Around the World,12.0
Mishap An Accidental Haunting,6.4
Chuzzle Deluxe,6.3
The Tiny Bang Story,6.2
The Wizard's Pen,4.2
Amazing Adventures The Lost Tomb,3.3
Big Money! Deluxe,3.0
Escape Rosecliff Island,2.0
Talismania Deluxe,1.9
Dynomite! Deluxe,1.9
Anno 2070,1.4
Bejeweled Deluxe,1.0
Feeding Frenzy 2 Shipwreck Showdown Deluxe,0.4
Bejeweled 2 Deluxe,0.3
Counter-Strike Global Offensive,228.0
Call of Duty Black Ops II - Multiplayer,118.0
DayZ,24.0
America's Army Proving Grounds,2.7
Heroes & Generals,2.0
theHunter,0.7
Call of Duty Black Ops II,0.3
the static speaks my name,0.3
Call of Duty Black Ops II - Zombies,0.1
Dota 2,7.7
H1Z1,16.2
Left 4 Dead 2,7.6
Dota 2,0.1
Arma 3,608.0
Team Fortress 2,337.0
Rust,115.0
Reign Of Kings,110.0
theHunter,95.0
Left 4 Dead 2,90.0
Warframe,88.0
DARK SOULS II,87.0
Grand Theft Auto V,74.0
ARK Survival Evolved,72.0
Torchlight II,70.0
Terraria,69.0
Fallout 4,65.0
Starbound,63.0
Mount & Blade Warband,60.0
Mount & Blade With Fire and Sword,58.0
Grand Theft Auto Episodes from Liberty City,53.0
Unturned,52.0
PAYDAY 2,52.0
The Witcher 3 Wild Hunt,51.0
Borderlands 2,51.0
Assassin's Creed IV Black Flag,47.0
Dead Island Riptide,43.0
Life is Feudal Your Own,37.0
Alien Swarm,35.0
Resident Evil 6 / Biohazard 6,34.0
Saints Row The Third,31.0
METAL GEAR SOLID V THE PHANTOM PAIN,29.0
Dying Light,28.0
Saints Row IV,27.0
Dead Rising 3,26.0
Just Cause 3,25.0
Portal 2,24.0
Warhammer End Times - Vermintide,24.0
Contagion,20.0
Insurgency Modern Infantry Combat,19.6
IL-2 Sturmovik Cliffs of Dover,19.6
Assassins Creed Unity,19.0
Space Engineers,17.8
Batman Arkham Origins,17.0
Chivalry Medieval Warfare,15.8
Kerbal Space Program,15.0
Orcs Must Die! 2,13.8
Middle-earth Shadow of Mordor,13.2
Garry's Mod,12.1
Homeworld Remastered Collection,12.0
Killing Floor,10.6
Counter-Strike Global Offensive,10.5
Angels Fall First,9.8
Don't Starve Together Beta,9.4
Magicka,9.3
Legends of Aethereus,8.8
Sniper Elite Nazi Zombie Army,8.4
HAWKEN,7.4
Tom Clancy's Splinter Cell Blacklist,7.0
Sanctum 2,6.8
7 Days to Die,6.4
Defiance,6.0
Killing Floor 2,5.7
Planetary Annihilation,5.1
X Rebirth,5.0
No More Room in Hell,4.8
Dead Island,4.6
Hitman Absolution,4.3
Don't Starve,4.1
Planet Explorers,3.7
Divinity Dragon Commander Beta,3.7
PAYDAY The Heist,3.2
Kingdom Rush,3.1
Euro Truck Simulator 2,2.9
DayZ,2.9
Angry Birds Space,2.7
The Elder Scrolls Online Tamriel Unlimited,2.6
Besiege,2.5
H1Z1,2.4
Incredipede,2.4
The Forest,2.2
Red Orchestra 2 Heroes of Stalingrad - Single Player,2.1
Total War ROME II - Emperor Edition,2.1
Age of Chivalry,2.0
Evolve,2.0
Verdun,1.7
Zeno Clash 2,1.7
Just Cause 2,1.6
StarForge,1.4
Sins of a Solar Empire Rebellion,1.4
Magicka 2,1.4
Trove,1.3
Rising Storm/Red Orchestra 2 Multiplayer,1.0
Ace of Spades,0.8
The Witcher 2 Assassins of Kings Enhanced Edition,0.6
GRAV,0.5
Teenage Mutant Ninja Turtles Out of the Shadows,0.5
Interstellar Marines,0.4
Way of the Samurai 4,0.4
METAL SLUG 3,0.4
L.A. Noire,0.3
Strike Suit Zero Director's Cut,0.3
The Ship Single Player,0.3
Guncraft,0.2
Kenshi,0.2
X3 Albion Prelude,0.2
Football Manager 2015,13.4
Dota 2,9.7
Dota 2,0.4
Terraria,228.0
The Binding of Isaac,164.0
Fallout New Vegas,151.0
Saints Row The Third,128.0
The Binding of Isaac Rebirth,112.0
Saints Row IV,33.0
Alice Madness Returns,20.0
Unturned,18.5
"Papers, Please",13.9
Chivalry Medieval Warfare,7.5
The Witcher Enhanced Edition,6.9
Amnesia The Dark Descent,2.4
Left 4 Dead 2,2.0
Dota 2,1.6
Two Worlds II,0.3
Dota 2,4.1
Dota 2,88.0
Dota 2,83.0
Robocraft,25.0
Dota 2,0.3
Knights and Merchants,0.2
Magicka,2.4
Dota 2,2.0
Dead Island,8.2
Empire Total War,6.6
Dota 2,1.1
Age of Empires II HD Edition,107.0
Archeblade,50.0
Counter-Strike Global Offensive,50.0
Half-Life 2,36.0
Medal of Honor(TM) Multiplayer,30.0
Crysis 2 Maximum Edition,8.1
Medal of Honor(TM) Single Player,7.6
Neverwinter,6.0
CroNix,4.3
Command and Conquer Red Alert 3 - Uprising,1.5
Mirror's Edge,0.3
Team Fortress 2,47.0
F1 2012,18.3
RaceRoom Racing Experience ,9.9
F1 2014,4.7
Dota 2,4694.0
Counter-Strike Global Offensive,561.0
Left 4 Dead 2,29.0
Killing Floor,7.5
Counter-Strike,5.8
Fistful of Frags,0.5
PAYDAY 2,24.0
Left 4 Dead 2,22.0
Terraria,293.0
Dota 2,157.0
Unturned,38.0
Robocraft,25.0
Garry's Mod,22.0
Team Fortress 2,22.0
Arma 2 Operation Arrowhead,4.7
HAWKEN,3.9
Yet Another Zombie Defense,3.9
Magicite,1.2
Sniper Elite,0.7
Waveform,0.6
Dota 2,1787.0
Dragons and Titans,4.3
STAR WARS Knights of the Old Republic II The Sith Lords,0.6
Dota 2,67.0
Terraria,71.0
Arma 3,63.0
Kerbal Space Program,53.0
Rocket League,52.0
Assassin's Creed IV Black Flag,36.0
Robocraft,28.0
Borderlands 2,27.0
FTL Faster Than Light,27.0
Fallout New Vegas,24.0
Sid Meier's Civilization V,22.0
Pixel Piracy,21.0
Divinity Original Sin,17.7
Firefall,17.0
The Witcher 2 Assassins of Kings Enhanced Edition,15.9
PlanetSide 2,15.2
Torchlight II,15.2
The Binding of Isaac,14.4
Dota 2,14.4
Saints Row The Third,12.9
Just Cause 2,12.3
Risk of Rain,12.0
PAYDAY 2,11.7
XCOM Enemy Unknown,11.5
DayZ,11.4
Portal 2,10.2
Deus Ex Human Revolution - Director's Cut,9.2
Tomb Raider,8.6
HELLDIVERS,8.4
Endless Legend,7.3
Prison Architect,6.6
Game Dev Tycoon,6.4
The Elder Scrolls V Skyrim,6.1
Fallen Enchantress,5.8
Dungeon Defenders,5.7
This War of Mine,5.4
Valkyria Chronicles,5.2
Company of Heroes,4.7
Counter-Strike Global Offensive,4.7
Mass Effect 2,4.6
South Park The Stick of Truth,4.5
Far Cry 3,4.3
Star Wars Knights of the Old Republic,4.1
Rise of Nations Extended Edition,3.9
Dungeon of the Endless,3.7
Team Fortress 2,3.5
Project Zomboid,3.1
Tom Clancy's EndWar,3.0
Need for Speed Hot Pursuit,2.8
Bastion,2.7
Warframe,2.7
Portal,2.7
War Thunder,2.5
Trove,2.5
Happy Wars,2.4
Red Faction Guerrilla Steam Edition,2.3
Antichamber,2.3
Shadowrun Dragonfall - Director's Cut,2.1
Metro 2033,1.9
Endless Space,1.7
Tropico 4,1.7
Hero Siege,1.7
Don't Starve,1.6
Batman Arkham Asylum GOTY Edition,1.5
Insurgency,1.5
Alan Wake,1.5
RIFT,1.5
Dirty Bomb,1.3
Tribes Ascend,1.2
Race The Sun,1.2
Goat Simulator,1.1
The Stanley Parable,1.1
Outland,1.0
Reus,1.0
Super Meat Boy,0.9
TERA,0.8
Divinity Original Sin Enhanced Edition,0.7
Stealth Inc 2,0.6
Endless Sky,0.6
Gnomoria,0.5
SpaceChem,0.4
Unturned,0.2
VVVVVV,0.2
8BitMMO,0.2
Left 4 Dead,23.0
Unturned,1.0
Team Fortress 2,110.0
Robocraft,31.0
APB Reloaded,6.9
PlanetSide 2,1.4
Sigils of Elohim,0.9
A.V.A - Alliance of Valiant Arms,0.8
AirMech,0.4
Tactical Intervention,0.3
Sid Meier's Civilization V,12.2
Dota 2,4.6
Dota 2,392.0
Dota 2,0.9
Dota 2,1714.0
Stronghold Kingdoms,441.0
Sid Meier's Civilization V,197.0
Call of Duty Modern Warfare 3 - Multiplayer,147.0
Counter-Strike Global Offensive,117.0
Team Fortress 2,86.0
Portal 2,73.0
Call of Duty Modern Warfare 3,49.0
Terraria,49.0
Planetary Annihilation,46.0
Half-Life 2,33.0
Counter-Strike,31.0
S.T.A.L.K.E.R. Shadow of Chernobyl,24.0
Call of Duty Black Ops II - Zombies,20.0
Portal,19.7
Synergy,18.2
Half-Life,14.2
Counter-Strike Source,13.4
Garry's Mod,11.6
Half-Life 2 Deathmatch,11.2
Borderlands,9.8
Half-Life 2 Episode Two,9.7
PAYDAY The Heist,8.4
Half-Life 2 Episode One,6.5
Universe Sandbox,4.8
Left 4 Dead 2,4.1
Tom Clancy's Splinter Cell Conviction,3.7
Sins of a Solar Empire Rebellion,2.9
Sniper Elite V2,2.7
Orcs Must Die! 2,2.1
Hunting Unlimited 2010,1.9
Sanctum,1.7
Nether,1.7
Thinking with Time Machine,1.1
GameMaker Studio,1.0
POSTAL 2,0.7
Fallout 3,0.7
Half-Life Blue Shift,0.5
Fallout New Vegas,0.3
Half-Life 2 Lost Coast,0.3
Call of Duty Black Ops II - Multiplayer,0.3
Worms Revolution,0.2
S.T.A.L.K.E.R. Clear Sky,0.2
Dota 2,0.8
Left 4 Dead 2,22.0
Robocraft,631.0
Unturned,4.4
Tactical Intervention,1.8
Red Crucible Firestorm,1.0
Marvel Heroes 2015,0.9
War Thunder,0.5
Team Fortress 2,0.3
Star Conflict,0.3
Counter-Strike Source,341.0
Call of Duty Black Ops - Multiplayer,77.0
Call of Duty Black Ops,5.3
Day of Defeat Source,1.8
Half-Life 2 Deathmatch,0.4
Dota 2,6.4
Team Fortress 2,1.1
Counter-Strike Global Offensive,119.0
Bionic Dues,0.1
Counter-Strike,118.0
Counter-Strike Condition Zero,3.3
Counter-Strike Condition Zero Deleted Scenes,0.8
Counter-Strike Global Offensive,100.0
Batman Arkham Asylum GOTY Edition,10.4
Dota 2,359.0
Counter-Strike,553.0
Alien Swarm,0.9
Sid Meier's Civilization V,268.0
Spore,254.0
Sid Meier's Civilization Beyond Earth,155.0
Game Dev Tycoon,45.0
XCOM Enemy Unknown,39.0
South Park The Stick of Truth,32.0
Kerbal Space Program,25.0
Prison Architect,17.0
Guild of Dungeoneering,10.2
Dota 2,8.6
Holy Potatoes! A Weapon Shop?!,6.8
Sid Meier's Starships,6.1
Don't Starve Together Beta,5.9
Evil Genius,4.5
Pillars of Eternity,2.4
Saints Row 2,2.2
Unturned,1.0
"Papers, Please",0.9
The Lord of the Rings Online,0.2
Terraria,0.1
Dota 2,2.8
Unturned,2.3
Team Fortress 2,2.6
Portal,1.9
Half-Life 2,0.7
Alien Swarm,0.1
Team Fortress 2,0.6
Dota 2,2.6
Dota 2,2582.0
Ragnarok Online 2,98.0
FreeStyle2 Street Basketball,15.8
Counter-Strike Condition Zero,3.7
Counter-Strike,3.7
Counter-Strike Global Offensive,344.0
Call of Duty Modern Warfare 2 - Multiplayer,147.0
Call of Duty Modern Warfare 2,4.4
Counter-Strike,0.2
Tomb Raider,7.7
Counter-Strike Global Offensive,601.0
Unturned,305.0
Tom Clancy's Ghost Recon Phantoms - NA,72.0
Arma 2 Operation Arrowhead,60.0
Insurgency,56.0
Team Fortress 2,53.0
PlanetSide 2,42.0
Valkyria Chronicles,22.0
Arma 2,19.4
Metro 2033,18.2
APB Reloaded,16.7
Garry's Mod,16.5
War Thunder,15.3
East India Company Gold,11.6
Penguins Arena Sedna's World,10.4
Heroes & Generals,10.3
Robocraft,10.3
PAYDAY 2,9.5
Risk of Rain,9.4
Dota 2,8.5
Chivalry Medieval Warfare,7.1
Antichamber,6.7
Knights and Merchants,6.1
Sunrider Mask of Arcadius,6.1
Tropico 3 - Steam Special Edition,6.0
Shadows on the Vatican - Act I Greed,5.8
PAYDAY The Heist,5.3
Super Killer Hornet Resurrection,5.2
Tomb Raider,4.1
POSTAL 2,2.9
Dino D-Day,2.7
Frozen Hearth,2.6
Dead Bits,2.3
Scourge Outbreak,2.2
Afterfall InSanity Extended Edition,2.1
Warframe,2.0
Sakura Spirit,1.9
Really Big Sky,1.9
Deadbreed,1.5
Gun Monkeys,1.4
World of Guns Gun Disassembly,1.1
HAWKEN,1.0
Nosferatu The Wrath of Malachi,1.0
America's Army Proving Grounds,0.9
SpaceChem,0.9
Enclave,0.9
Tom Clancy's Splinter Cell Blacklist,0.8
sZone-Online,0.6
Cry of Fear,0.5
theHunter,0.4
RACE 07,0.3
ORION Prelude,0.2
Dota 2,0.8
Sid Meier's Civilization V,230.0
Borderlands The Pre-Sequel,68.0
Terraria,65.0
Watch_Dogs,58.0
Galactic Civilizations I Ultimate Edition,57.0
RPG Maker VX Ace,53.0
Fallout 4,42.0
Saints Row IV,36.0
Garry's Mod,35.0
Space Engineers,34.0
You Need A Budget 4 (YNAB),33.0
PAYDAY The Heist,33.0
Borderlands,29.0
Far Cry,29.0
Tales of Zestiria,28.0
Loadout,27.0
Trials Fusion,24.0
Half-Life 2 Update,23.0
Rocket League,16.7
Rogue Legacy,14.6
Cities XL Platinum,14.6
Gauntlet ,13.4
Horizon,13.3
Tabletop Simulator,12.6
Quantum Conundrum,10.2
Dust An Elysian Tail,9.9
Portal,9.7
Sid Meier's Civilization Beyond Earth,9.6
Dungeon Defenders,9.5
3DMark,9.3
SpeedRunners,8.3
Guns of Icarus Online,8.3
South Park The Stick of Truth,8.2
Oddworld New 'n' Tasty,7.4
PAYDAY 2,7.2
Cloudberry Kingdom,7.2
Double Dragon Neon,7.2
The Elder Scrolls V Skyrim,6.3
ORION Prelude,6.0
Sonic & All-Stars Racing Transformed,5.6
Fallout 3 - Game of the Year Edition,5.0
Star Trek Online,4.2
Screencheat,4.1
DOOM 3 BFG Edition,4.0
Middle-earth Shadow of Mordor,4.0
Killing Floor,3.6
Fallout New Vegas,3.3
Rebel Galaxy,3.0
Ys Origin,2.6
Gas Guzzlers Extreme,2.6
Gunman Clive,2.6
Defense Grid The Awakening,2.5
Defense Grid 2,2.5
Left 4 Dead,2.3
The Ball,2.3
Boo Bunny Plague,2.3
Path of Exile,2.2
Starbound,2.1
Wanderlust Rebirth,2.1
Monaco,1.9
Marlow Briggs,1.9
Teslagrad,1.9
Artemis Spaceship Bridge Simulator,1.8
Great Permutator,1.6
Hammerwatch,1.6
The Binding of Isaac,1.6
Grand Theft Auto Vice City,1.6
Duke Nukem 3D Megaton Edition,1.5
Bulletstorm,1.5
Distance,1.1
Rush Bros,1.1
The Bureau XCOM Declassified,1.0
RPG Tycoon,1.0
Grand Theft Auto III,0.9
Dishonored,0.8
Age of Empires III Complete Collection,0.8
How to Survive,0.8
The Last Remnant,0.7
Star Wars The Force Unleashed Ultimate Sith Edition,0.7
Evoland,0.7
Brawlhalla,0.7
Dark Souls Prepare to Die Edition,0.7
Nidhogg,0.6
Space Pirates and Zombies,0.6
RPG Maker 2003,0.6
Tales from the Borderlands,0.6
Judge Dredd Dredd vs Death,0.6
THE KING OF FIGHTERS XIII STEAM EDITION,0.6
Moonrise,0.6
Tiny Brains,0.6
Ultionus A Tale of Petty Revenge,0.6
Burnout Paradise The Ultimate Box,0.6
Hack 'n' Slash,0.6
Lego Star Wars Saga,0.5
The Elder Scrolls III Morrowind,0.5
Rogue Shooter The FPS Roguelike,0.5
Heroes of a Broken Land,0.5
Serious Sam The Random Encounter,0.5
Strike Suit Zero,0.5
Hero Siege,0.5
SEGA Genesis & Mega Drive Classics,0.4
Fearless Fantasy,0.4
Noir Syndrome,0.4
The Legend of Heroes Trails in the Sky,0.4
Wolfenstein The New Order,0.4
Nuclear Dawn,0.3
Intergalactic Bubbles,0.3
Titan Souls,0.3
Ultimate Tic-Tac-Toe,0.3
Halo Spartan Assault,0.3
Strike Vector,0.3
Dead Effect,0.3
MURI,0.3
Fist Puncher,0.3
Sonic Generations,0.3
Dino D-Day,0.2
AirBuccaneers,0.2
Just Cause 2,0.2
Star Wars Dark Forces,0.2
Echo of the Wilds,0.2
FINAL FANTASY VII,0.2
Valdis Story Abyssal City,0.2
Cloudbuilt,0.2
Freedom Planet,0.2
Tower of Guns,0.2
Star Wars Republic Commando,0.2
Joe Danger 2 The Movie,0.2
Deadlight,0.1
Road Redemption,0.1
Counter-Strike Source,0.1
Half-Life,0.1
Lost Planet Extreme Condition,0.1
Counter-Strike Source,109.0
Insurgency Modern Infantry Combat,0.6
Zombie Panic Source,0.4
Day of Defeat Source,0.2
Dota 2,222.0
AdVenture Capitalist,179.0
Arma 3,106.0
Rust,52.0
Clicker Heroes,26.0
Dungeon Defenders II,15.1
Magicka Wizard Wars,11.6
Company of Heroes 2,8.9
Grand Theft Auto V,8.1
Borderlands 2,8.0
Don't Starve Together Beta,7.7
Dead Rising 3,4.0
The Elder Scrolls V Skyrim,2.8
Alice Madness Returns,2.7
Team Fortress 2,1.5
Don't Starve,0.7
Dead Island Epidemic,0.3
Dungeonland,0.3
Dota 2,410.0
Dota 2,0.3
BattleBlock Theater,12.9
Lucius,1.6
Magic Duels,2.0
S.K.I.L.L. - Special Force 2,98.0
Mitos.is The Game,2.9
Warframe,4.6
Dota 2,1.4
Dota 2,0.2
Team Fortress 2,180.0
XCOM Enemy Unknown,159.0
Planetary Annihilation,138.0
Supreme Commander 2,36.0
Natural Selection 2,6.5
Dota 2,4.8
Zombie Driver HD,0.1
Team Fortress 2,1.9
Dota 2,1.7
Arma 3,1.7
Dota 2,0.3
Dota 2,0.8
Far Cry 3,218.0
Arma 3,207.0
Total War SHOGUN 2,121.0
EVE Online,110.0
Sid Meier's Civilization V,83.0
Grand Theft Auto IV,75.0
Tom Clancy's Splinter Cell Conviction,67.0
Fallout New Vegas,52.0
Call of Duty Black Ops - Multiplayer,45.0
Counter-Strike Source,43.0
Project CARS,39.0
Left 4 Dead 2,36.0
The Elder Scrolls V Skyrim,33.0
One Finger Death Punch,25.0
Borderlands 2,24.0
Galactic Civilizations II Ultimate Edition,20.0
Arma 2 Operation Arrowhead,15.0
DiRT Rally,13.2
RIDE Game,10.4
Garry's Mod,10.3
America's Army Proving Grounds,9.3
Sniper Ghost Warrior,7.0
Symphony,6.6
Call of Duty Black Ops,3.4
Portal 2,3.4
Left 4 Dead,3.1
Aliens vs. Predator,3.0
"Papers, Please",2.9
Grand Theft Auto V,2.5
The Cat Lady,2.3
Alien Swarm,1.3
Wings of Prey,1.1
Driver San Francisco,0.6
EverQuest II,0.5
Zombie Panic Source,0.5
Next Car Game Wreckfest,0.4
DayZ,0.4
Assassin's Creed Revelations,0.3
Hunted The Demon's Forge,0.2
"Warhammer 40,000 Dawn of War II - Chaos Rising",0.1
Clicker Heroes,48.0
Team Fortress 2,30.0
Counter-Strike Global Offensive,11.3
Magicite,6.0
AdVenture Capitalist,0.3
Dota 2,0.2
Dota 2,403.0
Football Manager 2014,159.0
DC Universe Online,0.9
PlanetSide 2,0.4
FreeStyle2 Street Basketball,0.3
Infinite Crisis,0.2
Bloodline Champions,0.2
Team Fortress 2,0.2
Garry's Mod,46.0
Dota 2,5.3
Left 4 Dead 2,4.9
PlanetSide 2,1.2
Team Fortress 2,0.6
Ragnarok Online 2,0.6
Archeblade,0.3
PAYDAY The Heist,0.2
Afterfall InSanity Extended Edition,0.1
Dota 2,12.1
Sakura Clicker,31.0
Sid Meier's Civilization V,1761.0
The Forest,9.8
Counter-Strike Source,0.2
7 Days to Die,336.0
Counter-Strike Global Offensive,5.6
PAYDAY 2,1.3
Team Fortress 2,0.2
Dota 2,2.9
Counter-Strike Source,239.0
Counter-Strike Global Offensive,253.0
Call of Duty Black Ops - OSX,14.9
Call of Duty Black Ops - Multiplayer OSX,2.7
Team Fortress 2,1.1
Dota 2,10.8
Dota 2,65.0
Football Manager 2012,179.0
Call of Duty Modern Warfare 2 - Multiplayer,296.0
Call of Duty Black Ops - Multiplayer,29.0
Call of Duty Modern Warfare 2,16.4
Call of Duty Black Ops,7.9
Dota 2,160.0
Counter-Strike Global Offensive,13.5
The Lord of the Rings Online,3.5
F.E.A.R. 2 Project Origin,19.7
Dota 2,35.0
F.E.A.R. 2 Project Origin,34.0
Unturned,3.8
ARK Survival Evolved,14.1
Dota 2,1.4
Mortal Online,1.1
"Warhammer 40,000 Dawn of War II",52.0
X-COM Terror from the Deep,55.0
X-COM Interceptor,8.2
Kerbal Space Program,3.3
X-COM UFO Defense,1.9
Team Fortress 2,0.5
Dota 2,0.1
Sniper Elite V2,90.0
Grand Theft Auto V,68.0
Operation Flashpoint Red River,11.2
PAYDAY 2,7.6
Sniper Elite 3,7.4
H1Z1,371.0
Unturned,0.4
Burstfire,0.2
RACE 07,91.0
Call of Duty Modern Warfare 2 - Multiplayer,59.0
Call of Duty Modern Warfare 2,28.0
Dota 2,0.8
Team Fortress 2,64.0
Dota 2,2979.0
Counter-Strike Global Offensive,189.0
NBA 2K16,8.8
FreeStyle2 Street Basketball,0.5
Dota 2,24.0
Dota 2,2371.0
Counter-Strike Global Offensive,333.0
Total War ROME II - Emperor Edition,237.0
Total War SHOGUN 2,142.0
Empire Total War,97.0
Call of Duty Black Ops - Multiplayer,83.0
War Thunder,50.0
Survarium,34.0
Warframe,32.0
Left 4 Dead 2,31.0
Grand Theft Auto Episodes from Liberty City,29.0
Alien Swarm,19.7
Team Fortress 2,19.2
Neverwinter,13.7
Planetary Annihilation,11.5
Heroes & Generals,9.9
Call of Duty Black Ops,3.0
Free to Play,1.7
Nosgoth,1.4
Arma 2 Operation Arrowhead,0.5
Arma 2,0.3
Arma 2 Operation Arrowhead Beta (Obsolete),0.3
S.K.I.L.L. - Special Force 2,10.2
Dirty Bomb,0.3
Counter-Strike,0.2
APB Reloaded,0.2
Star Trek Online,264.0
HAWKEN,232.0
The Elder Scrolls V Skyrim,105.0
Fallout New Vegas,66.0
Left 4 Dead 2,63.0
STAR WARS Knights of the Old Republic II The Sith Lords,47.0
Magicka,34.0
Sins of a Solar Empire Rebellion,28.0
Space Engineers,13.1
Star Wars Knights of the Old Republic,7.7
Serious Sam Classic The First Encounter,7.5
Dwarfs F2P,6.6
Dota 2,6.5
Dota 2,1.7
Call of Duty Modern Warfare 2,49.0
Call of Duty Modern Warfare 3,42.0
R.U.S.E,1.6
Dota 2,386.0
Magic Duels,16.4
DARK SOULS II Scholar of the First Sin,13.5
Clicker Heroes,13.2
Blood Bowl Chaos Edition,12.8
Warframe,10.4
Deus Ex Human Revolution - Director's Cut,8.7
Mount & Blade Warband,7.5
Gauntlet ,3.7
Defense Grid 2,3.3
Age of Empires II HD Edition,2.4
Path of Exile,1.7
The Guild II Renaissance,0.9
The Guild II,0.7
America's Army Proving Grounds,0.7
Wargame Red Dragon,0.5
Might & Magic Heroes VI,834.0
Space Pirates and Zombies,591.0
King's Bounty Warriors of the North,473.0
Disciples III Renaissance,380.0
Might & Magic Heroes VII ,352.0
Neverwinter Nights 2 Platinum,307.0
King's Bounty Crossworlds,244.0
King's Bounty Dark Side,183.0
Shadowrun Returns,122.0
SpellForce 2 - Faith in Destiny,121.0
Endless Legend,121.0
Divinity Original Sin,119.0
Fallen Enchantress,112.0
Blackguards,108.0
Magic The Gathering - Duels of the Planeswalkers,103.0
Terraria,100.0
Grotesque Tactics 2 - Dungeons and Donuts,86.0
Age of Wonders III,83.0
The Banner Saga,78.0
Magic The Gathering  Duels of the Planeswalkers 2012,70.0
Blackguards 2,69.0
Pinball FX2,66.0
Rocksmith 2014,62.0
Unepic,59.0
Warlock - Master of the Arcane,56.0
Agarest Generations of War,55.0
Fallen Enchantress Legendary Heroes,49.0
Fable III,46.0
Torchlight II,40.0
Grotesque Tactics Evil Heroes,39.0
The Book of Unwritten Tales,38.0
Magic 2014 ,36.0
CastleStorm,30.0
Defense Grid The Awakening,27.0
Magicka,26.0
Anomaly Warzone Earth,23.0
Trine,21.0
Chaos on Deponia,20.0
Command and Conquer 4 Tiberian Twilight,17.0
Spiral Knights,14.4
Dust An Elysian Tail,13.5
Dota 2,11.8
RIFT,9.6
HOARD,9.6
Worms Revolution,8.0
Team Fortress 2,7.7
Hammerwatch,4.8
Portal,3.5
Space Rangers HD A War Apart,2.6
Pinball Arcade,2.4
Lichdom Battlemage,1.8
Reversion - The Escape,1.3
Evoland,0.8
Gauntlet ,0.6
Half-Life 2 Lost Coast,0.4
Kings Bounty Legions,0.4
SMITE,0.4
Lost Lands A Hidden Object Adventure,0.2
Dota 2,1750.0
Team Fortress 2,47.0
Dota 2,5.0
Nobunaga's Ambition Souzou with Power Up Kit,83.0
Dota 2,2126.0
Path of Exile,871.0
Counter-Strike Global Offensive,15.6
Marvel Heroes 2015,6.3
Prime World,1.2
Dota 2,68.0
Football Superstars,103.0
Warface,5.9
APB Reloaded,1.7
Dota 2,0.1
The Elder Scrolls V Skyrim,16.2
Unturned,33.0
Team Fortress 2,12.7
BLOCKADE 3D,3.3
Red Crucible Firestorm,0.3
Survarium,0.2
